date,title,source,length,body,subject
2021-06-02,China shouldering its responsibility to provide vaccines for common good: China Daily editorial,China Daily,332,"chinadaily.com.cn | Updated: 2021-11-23 15:48
A nurse prepares to administer the AstraZeneca/Oxford COVID-19 vaccine under the COVAX scheme at the Eka Kotebe General Hospital in Addis Ababa, Ethiopia, on March 13, 2021. [Photo/Agencies]
The United States and other wealthy nations are called to look in the mirror as a stark contrast emerges between rich and poor countries in terms of the number of people who have received at least one shot of the COVID-19 vaccine, according to an opinion piece published by the Washington Post on Monday.
Only five percent of eligible people in low-income countries have received at least one shot of the COVID-19 vaccine, while the number in high-income and upper-middle-income nations is 73 percent, and in lower- to middle-income countries 41 percent, said the article.
According to the Post's Editorial Board, to date, with the help of the COVAX facility, which is created to ensure equitable distribution of vaccines, 522 million doses have been delivered to 144 countries, most of it to the poorer nations.
""That's certainly millions of people helped, but it has been slower than expected, and the wait is agonizing,"" commented the article.
An early target for COVAX was to acquire and distribute 2 billion doses by the end of this year.
The COVAX experience has ""exposed how the haves took care of themselves, and the have-nots have been forced to wait"".
The newspaper thinks that a lack of continuing funds of COVAX contributed to the lag, adding the first lesson learned is ""in the future, some kind of contingent funds, ready to go early in a crisis, would be a huge headstart.""
Another lesson is that a global network of sustainable, quality vaccine manufacturing facilities is essential to fight a pandemic, but it does not yet exist.
With the above-mentioned lessons drawn from the current pandemic, countries are called to renew their efforts to ""prepare a rescue ship before the storm: financing, factories and know-how poised to go at a moment's notice"".","VACCINES (95%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); UPPER INCOME PERSONS (77%); WEALTHY PEOPLE (77%); BIOLOGICS MFG (73%); MANUFACTURING FACILITIES (72%); SUSTAINABLE MANUFACTURING (61%)

Company:  ASTRAZENECA PLC (58%)

Ticker: AZN (STO) (58%); AZN (NYSE) (58%); AZN (LSE) (58%)"
2021-11-23,Rich vs poor nations: The Haves get the vaccine while Have-nots wait in agony for help,China Daily,505,"chinadaily.com.cn | Updated: 2021-06-24 19:44
Kenyan tour guide, Daniel Ole Kissipan, receives the AstraZeneca/Oxford vaccine against the coronavirus disease (COVID-19) under the COVAX scheme, in Nairobi, Kenya, April 27, 2021. [Photo/Agencies]
As the global fight against the COVID-19 pandemic drags on, equitable and mass vaccination is the only emergency lever that countries can pull to put the brakes on the spread of the novel coronavirus and so save lives and get their economies back on their feet.
Yet the way vaccines are being distributed around the world is not only ""unequal and very unfair"", as United Nations Secretary-General Antonio Guterres has said, but also a failure to make the best use of them to stop the train wreck of the pandemic from piling up. The ""vaccine divide"" between rich and poor nations, instead of being narrowed along with increasing development and production by vaccine producing countries, remains deplorably large.
Of the 2.6 billion doses administered worldwide, only 0.3 percent have been in low-income countries. The World Health Organization estimates that on average, in high-income countries, one in four people have received a COVID-19 vaccine, while in low-income countries, the figure is one in more than 500. Reportedly, the United Kingdom has ordered 517 million doses, although it requires only around 160 million to vaccinate all adults and give them booster jabs in the autumn, as planned.
The uneven situation, caused mainly by the so-called vaccine nationalism with certain countries having stockpiled vaccine doses far above their needs, not only represents a catastrophic moral failure, but also risks undoing what the world has achieved so far in its bid to curb the spread of the coronavirus.
This is because the longer it takes for poor countries to acquire the vaccines they need to achieve herd immunity, the more likely it is that the virus will mutate rendering ineffective the vaccines now in use. A more transmissible variant named Delta is already causing a surge in infections in many countries.
Thus it is an imperative and urgent task that COVID-19 vaccines are made available to everyone, everywhere. To achieve that goal, ""a COVID-19 vaccine must be seen as a global public good, a people's vaccine,"" as Guterres said.
China, as a responsible member of the global village, has already set a good example in this regard.
By promising to make Chinese-made vaccines a global public good, it has provided vaccine assistance to more than 80 developing countries and exported doses to another 40 nations. It is also encouraging cooperation for the localized production of Chinese vaccines in other countries, especially developing ones. For it knows that until poorer countries have access to enough vaccine supplies, the world will not be safe from the coronavirus.
Rich countries should follow suit and immediately start sharing their excess doses with poorer nations to help build a global firewall against the coronavirus. This is not charity, but for their own good.","VIRUSES (99%); VACCINES (97%); COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (91%); CORONAVIRUSES (90%); EPIDEMICS (90%); INFECTIOUS DISEASE (90%); PANDEMICS (90%); PUBLIC HEALTH (90%); DEVELOPING COUNTRIES (89%); DISEASES & DISORDERS (89%); CHARITIES (78%); DISEASE IMMUNITY (78%); GLOBALIZATION (78%); HEALTH DEPARTMENTS (78%); POLITICAL & SOCIAL IDEOLOGIES (78%); PUBLIC HEALTH ADMINISTRATION (78%); VACCINATION & IMMUNIZATION (78%); CHARITABLE GIVING (77%); UNITED NATIONS INSTITUTIONS (74%); BIOLOGICS MFG (73%); WEALTHY PEOPLE (73%); UNITED NATIONS (69%); ASSOCIATIONS & ORGANIZATIONS (66%)

Company:  ASTRAZENECA PLC (58%)

Ticker: AZN (STO) (58%); AZN (NYSE) (58%); AZN (LSE) (58%)"
2021-06-24,"Vaccines vital global need, not charitable giving: China Daily editorial",China Daily,555,"chinadaily.com.cn | Updated: 2021-07-13 20:19

A medical worker administers a dose of the AstraZeneca vaccine against the coronavirus disease (COVID-19) to a man during a vaccination session for elderly people over 75 years old, at a stadium in New Taipei City on the Taiwan island on June 25, 2021. [Photo/Agencies]
Well done, the two Taiwan companies and a charity entity that secured COVID-19 vaccine supplies from the Chinese mainland. And congratulations to the residents of Taiwan, who have received a substantial boost to their difficult fight against the resurging pandemic.
Shame on the Democratic Progressive Party administration which had obstructed the process of cross-Straits vaccine supply out of political calculations and partisan interests; attempting to seek political gains by taking advantage of the pandemic.
Despite all the nasty politics by the DPP, Taiwan Semiconductor Manufacturing Co Ltd, Hon Hai Precision Industry Co Ltd, and Yonglin Charity Foundation have signed a vaccine sales agreement with a subsidiary of the Shanghai-based Fosun Pharmaceutical. Under the agreement, Fosun will provide 10 million doses of an mRNA COVID-19 vaccine to the three Taiwan entities.
According to a joint news release by the three Taiwan entities, they have finalized contract-signing for the purchase as well as paperwork for donating the vaccines to the epidemic prevention authorities in Taiwan. The doses may be shipped to the island as early as the end of September. Fosun has also promised to provide vaccines in accordance with the agreement and normal commercial rules.
As per a March 2020 agreement between Fosun and BioNTech for the research and development of mRNA vaccines, the former holds exclusive commercial rights and interests on the mainland and in Hong Kong, Macao and Taiwan to the COVID-19 vaccine developed by the German company.
It seems a matter of course that Taiwan, as an inseparable part of the country and whose residents are compatriots, should enjoy priority treatment in getting badly needed vaccines from the mainland when the island began to see a new upsurge in infections. The mainland authorities on multiple occasions offered to provide vaccines developed by the Chinese companies Sinovac and Sinopharm to help Taiwan contain the situation. Unfortunately, the DPP administration refused all such offers of help.
The mainland was the first in the world to identify the novel coronavirus, among the first to begin research and production of COVID-19 vaccines. Even if it had any doubts about mainland-developed vaccine doses — which have proved safe and effective in the large-scale inoculation campaign at home and in emergency use in many countries — the DPP administration could still have easily accessed the Pfizer-BioNTech one via Fosun. The company, on its own initiative, had also offered to provide the vaccine following the new outbreak in Taiwan. But the DPP authorities rejected the offer.
Indeed, as some in Taiwan have observed, the just-signed agreement could have been done in October 2020. And had it not been for the three non-governmental institutions fed up with the politicizing and bureaucratic feet-dragging of the DPP administration, it might not have been accomplished even today. People on both sides of the Taiwan Straits have had enough of the DPP's dirty politics.","VACCINES (96%); COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); AGREEMENTS (90%); EPIDEMICS (90%); INFECTIOUS DISEASE (90%); PANDEMICS (90%); PARTISANSHIP (90%); PUBLIC HEALTH (90%); BIOLOGICS MFG (89%); CORONAVIRUSES (89%); DISEASES & DISORDERS (89%); DRUG DESIGN & DISCOVERY (89%); VACCINATION & IMMUNIZATION (89%); VIRUSES (89%); CHARITIES (78%); COMMUNICABLE DISEASE CONTROL (78%); RESEARCH & DEVELOPMENT (78%); ISLANDS & REEFS (76%); ELECTIONS & POLITICS (74%); POLITICAL PARTIES (74%); POLITICS (74%); SENIOR CITIZENS (72%)

Company:  FOSUN INTERNATIONAL LTD (85%);  TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD (84%);  HON HAI PRECISION INDUSTRY CO LTD (84%);  PFIZER INC (58%);  ASTRAZENECA PLC (58%);  CHINA NATIONAL PHARMACEUTICAL GROUP CORP (55%)

Ticker: 0656 (HKSE) (85%); TSM (NYSE) (84%); TSFA (FRA) (84%); 2330 (TAIEX) (84%); HHPD (LSE) (84%); 2317 (TAIEX) (84%); PFZ (LSE) (58%); PFE (NYSE) (58%); AZN (STO) (58%); AZN (NYSE) (58%); AZN (LSE) (58%)"
2021-07-13,No hiding DPP's dirty gamble with people's lives: China Daily editorial,China Daily,545,"chinadaily.com.cn | Updated: 2021-05-25 20:15

Volunteers spray disinfectant at a community in Bayuquan district, Yingkou city, Northeast China's Liaoning province, on May 22, 2021. Liaoning province have reported confirmed locally transmitted COVID-19 cases in recent days. A team of volunteers came for help, spraying disinfectants at key areas. [Photo/Xinhua]
Although the sporadic locally transmitted cases appearing each day over the past two weeks might appear inconsequential in comparison to the situation in many other countries, the extreme vigilance the country has exercised toward them explains why it managed to bring the novel coronavirus largely under control last year, even before COVID-19 vaccines became available.
The cluster of infections in Anhui, Liaoning and Guangdong provinces seem to have been effectively checked, and the appearance of these new cases has prompted more people to get vaccinated — more than 10 million doses of vaccines are now administered each day nationwide.
According to the National Health Commission, as of Tuesday, about 530 million doses of vaccines had been administered on the Chinese mainland. It took about 25 days for the number of administered doses of vaccines to increase from 100 million to 200 million, but only seven days for the number to rise from 400 million to 500 million.
If this growth trend can be maintained, the country will be able to have between 900 million and 1 billion people vaccinated by the end of this year, raising its vaccination rate to 70 percent to 80 percent, the level required for herd immunity.
By achieving this goal, China, which has about one-sixth of the world's population, would undoubtedly make another huge contribution to the world's fight against the pandemic.
So far China has produced more than 800 million doses of vaccines — of those 300 million have gone to other countries — and its vaccine output will probably exceed 3 billion by the end of this year. That will lay a solid foundation not only for the country's own vaccination drive but also for it to export and donate more vaccines to other countries.
President Xi Jinping announced at the Global Health Summit last week that as well as providing an additional $3 billion in international aid over the next three years to support the fight against COVID-19 and promote social recovery, China will continue to provide the world with vaccines to the best of its ability. It also supports waiving intellectual property rights on COVID-19 vaccines, and is encouraging Chinese vaccine companies to transfer technologies to other developing countries and carry out joint production with them.
It is therefore almost predictable that China will continue to be the largest supplier of COVID-19 vaccines to the developing and least-developed countries.
With repeated resurgences around the world and frequent mutations, the novel coronavirus is still wreaking havoc. To clinch an early victory against the virus and restore economic growth, all stakeholders should follow China's example of putting people first and looking beyond their own borders so as to ensure a coordinated, systemic and effective response to the pandemic. The world must work and stick together to help each other, particularly those countries most in need.",VACCINES (94%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); EPIDEMICS (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); DEVELOPING COUNTRIES (89%); PANDEMICS (89%); VACCINATION & IMMUNIZATION (89%); CORONAVIRUSES (78%); DISEASE IMMUNITY (78%); INTELLECTUAL PROPERTY (78%); POPULATION SIZE (78%); TRENDS (77%); VIRUSES (77%); BIOLOGICS MFG (69%); HEALTH DEPARTMENTS (69%); POPULATION & DEMOGRAPHICS (69%); ALLIANCES & PARTNERSHIPS (60%); INTERNATIONAL ASSISTANCE (50%)
2021-05-25,Pandemic calls for unprecedented unity: China Daily editorial,China Daily,532,"chinadaily.com.cn | Updated: 2022-01-18 20:57

A house management staffer sprays disinfectants onto delivery packages at a community which has been sealed off after an Omicron case was detected in Beijing's Haidian District on Jan 16, 2022. [Photo/Xinhua]
With 127 new local cases detected nationwide on Monday, Vice-Premier Sun Chunlan called for swift responses by local governments to contain any local infections. Such a requirement is essential to successfully implement the country's dynamic anti-COVID policy that is characterized by a rapid response to any detected infection, targeted containment of close contacts, and effective treatment of COVID-19 patients to prevent community infections. What has happened in Tianjin, where Sun was carrying out a fact-finding mission from Wednesday to Monday, being a case in point.
The first Omicron infections in the country were detected in the city next to Beijing on Jan 8. Nucleic acid tests were conducted immediately in the areas concerned and the contacts and indirect contacts of those infected were placed under medical observation. In just 10 days, the number of cases had dropped from several dozen a day to 18 on Monday.
It is the timely prevention and control measures that have enabled the country to confine the spread of the virus within a small area every time any infections have been detected. As a result, the wide spread of the virus has been prevented, and therefore the normal running of the economy has been guaranteed and so has normal life for most residents.
With the Lunar New Year only two weeks away, it is of the utmost importance that anti-epidemic authorities at all levels throughout the country are highly alert to ensure that any infections are detected as quickly as possible.
The Spring Festival holiday is an occasion for family reunions. The rapid increase of trips by trains, buses and planes before and after the festival will increase the chances of the virus being spread by people who are infected but show no symptoms and so have no knowledge they are carrying the virus. That explains why Vice-Premier Sun requires local anti-epidemic efforts to expand the scope of screening in key sectors and key sites to ensure the early detection of infections.
It is the country's dynamic prevention and control policy and its strict and effective implementation that have guaranteed the normal running of the economy and kept the disruption of life for residents to the minimum.
It is the success the country has achieved in its response to the COVID-19 pandemic that has made it possible for residents to travel home for Spring Festival family gatherings.
It is all the more important therefore for every individual to treasure what has been achieved against COVID-19 by playing their part. Everyone should strictly observe the prevention and control measures such as wearing masks when in public, washing hands frequently and avoiding gatherings with strangers whenever possible, and adhere to the anti-epidemic requirements.
As far as the defense against the virus is concerned, to err on the side of caution should be the principle for the whole of society. This should be particularly so during Spring Festival.",COVID CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); COVID-19 CORONAVIRUS (89%); DISEASES & DISORDERS (89%); TRENDS & EVENTS (85%); CHINESE NEW YEAR (79%); PANDEMICS (76%); COVID-19 CORONAVIRUS REGULATION & POLICY (75%); FACE MASK MANDATES (71%); GOVERNMENT & PUBLIC ADMINISTRATION (71%); REGIONAL & LOCAL GOVERNMENTS (71%); VIRUSES (70%); FAMILY (69%); HOLIDAYS & OBSERVANCES (68%); FESTIVALS (67%)
2022-01-18,Critical to err on the side of caution: China Daily editorial,China Daily,473,"chinadaily.com.cn | Updated: 2021-12-01 20:44

Syringes with needles are seen in front of a displayed stock graph and words ""Omicron SARS-CoV-2"" in this illustration taken, Nov 27, 2021. [Photo/Agencies]
The ongoing spread of the new Omicron variant of the novel coronavirus worldwide and the rising number of infections should be a reminder of the truth that no country is safe until all countries are safe.
It should also serve as a new clarion call for countries to close the gap in the distribution of vaccines between the developed and developing countries.
The highly transmissible new strain was first identified in South Africa last week and has since spread to Europe, Asia and North America, prompting countries to close their borders and impose travel restrictions. Scientists have long warned that poor countries with low vaccine coverage could become ""a breeding ground"" for new COVID-19 variants. This is because the more the novel coronavirus spreads among an unvaccinated population, the more likely it is to mutate.
Yet despite the warnings, vaccine inequality persists globally. Every day, for every vaccine shot administered as the first dose in the poorest countries, six times as many doses are being administered as third-shot boosters in the richest parts of the world. The result is that only 3 percent of people in low-income countries are fully vaccinated, while the figure exceeds 60 percent in both high-income countries and upper-middle-income countries, former United Kingdom prime minister Gordon Brown, who now serves as the World Health Organization ambassador for global health financing, wrote in a recent article. This has made it virtually impossible for the WHO to achieve its goal of vaccinating 40 percent of the population of every country against COVID-19 by the end of this year.
The response of the United States and other Western countries to the poorer countries' urgent need for vaccines has been disappointing. They have spent the past year hoarding vaccines, buying up enough doses to vaccinate their populations several times over. Around 100 million vaccine doses reportedly will have passed their use-by date at the end of this year.
Even the 1 billion doses of vaccines the G7 leaders promised to donate to low-income countries by the end of this year are yet to be delivered. The US, for example, has reportedly delivered only 25 percent of the vaccines that it promised.
""Vaccine inequity is the world's biggest obstacle to ending this pandemic and recovering from COVID-19,"" Tedros Adhanom Ghebreyesus, WHO director-general, said. ""Economically, epidemiologically and morally, it is in all countries' best interest to … make lifesaving vaccines available to all.""
Hopefully, the world will not need to experience another outbreak of a worrying new variant to realize the truth of those words.",VACCINES (92%); COVID-19 CORONAVIRUS (91%); CORONAVIRUSES (90%); COVID CORONAVIRUS (90%); DEVELOPING COUNTRIES (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (89%); SARS (89%); EPIDEMICS (78%); PANDEMICS (78%); PUBLIC HEALTH ADMINISTRATION (78%); VACCINATION & IMMUNIZATION (78%); VIRUSES (78%); WEALTHY PEOPLE (78%); HEALTH DEPARTMENTS (77%); EPIDEMIOLOGY (72%); ASSOCIATIONS & ORGANIZATIONS (63%); BRITISH PRIME MINISTERS (63%); PRIME MINISTERS (63%); UNITED NATIONS INSTITUTIONS (63%)
2021-12-01,Omicron reinforces urgency of vaccine equality: China Daily editorial,China Daily,423,"chinadaily.com.cn | Updated: 2022-05-31 20:00
With nearly 110,000 novel coronavirus infections reported each day on average over the past week in the United States, six times that of the same period last year, the once clamorous voices in the country ridiculing China's dynamic clearing policy as inhuman, unscientific and ineffectual have become muted, as it is the US' hands-off approach that fits these charges.
The cumulative number of novel coronavirus infections worldwide has hit 526 million, among which 6.29 million died of COVID-19, as of Tuesday, according to the World Health Organization. And the US, with less than 4 percent of the world's population, accounts for 16.3 percent of the cases and 16.4 percent of the deaths.
That means doing nothing with the excuse that herd immunity has been achieved is tantamount to surrendering the vulnerable, particularly the elderly with underlying diseases, and the low-income groups, to the virus. Which is also evidenced by the data.
These countries would never admit that their current appeasement policy has never been a matter of choice but something they do because of their earlier flawed responses to the virus.
By keeping their economies running at the cost of disadvantaged groups, the only choice they have made as a de facto response to the pandemic so far is to rob the poor and aged to aid the rich.
In contrast, although China's dynamic clearing policy seems to produce many unwelcome side effects, most of which are caused not by the policy itself but by it being carried out inappropriately, it has proved to be the most efficient policy to protect people's lives.
With nearly 20 percent of the world's population, the number of deaths in China attributable to COVID-19 accounts for only 0.08 percent of the world total so far, and its economy is once again running on the right track thanks to the reopening of temporarily locked down cities and the strong, targeted macro-control measures it has been taking.
In doing so, China has made indispensable contributions to the world's fight against the virus and maintaining the stability of the global supply chains.
The difference between the world's top two economies has been shown in their different responses to the pandemic. While the US has chosen to protect the rich and attack China, China has chosen to protect all its people and helped others as the largest source of vaccines to the world.
Although the worst of the outbreaks in many parts of China are over, China is well aware that it cannot afford to drop its guard.",VIRUSES (91%); CORONAVIRUSES (90%); EPIDEMICS (90%); INFECTIOUS DISEASE (90%); PANDEMICS (90%); PUBLIC HEALTH (90%); COVID CORONAVIRUS (89%); COVID-19 CORONAVIRUS (89%); DEATH RATES (89%); POPULATION SIZE (89%); DISEASE IMMUNITY (78%); DISEASES & DISORDERS (78%); VULNERABLE ADULTS (78%); DEATH & DYING (75%); LOW INCOME PERSONS (74%); HEALTH DEPARTMENTS (73%); PUBLIC HEALTH ADMINISTRATION (73%); VACCINES (73%); ASSOCIATIONS & ORGANIZATIONS (69%); SENIOR CITIZENS (68%); UNITED NATIONS INSTITUTIONS (55%)
2022-05-31,"Lying flat, dynamic clearing, different pandemic responses, different outcomes: China Daily editorial",China Daily,483,"chinadaily.com.cn | Updated: 2022-05-23 20:01
As President Xi Jinping indicated in his video address at the Global Trade and Investment Promotion Summit last week, the stronger the headwinds are, the more the world needs to pull together.
Greater cooperation and coordination are required to bring an end to the COVID-19 pandemic, reinvigorate trade and investment, unleash the power of innovation in driving development and improve global governance.
Xi called on countries to embrace a global governance vision featuring extensive consultations, joint contributions and shared benefits, and to choose dialogue over confrontation, to tear down walls rather than erect them, pursue integration instead of decoupling, opt for inclusiveness, not exclusion, and adopt the principles of fairness and justice as guides for the reform of the global governance system.
Themed ""History at a turning point: government policies and business strategies"", the World Economic Forum's Annual Meeting 2022 from Sunday to Thursday in Davos, Switzerland, offers those attending the event a chance to act on the pertinence of his call for concerted action.
This is the first time the WEF has hosted an in-person annual meeting in more than two years, due to the COVID-19 pandemic, and the opportunity for face-to-face consensus-building discussions should not be squandered by allowing the internal frictions in a divided system to further complicate the difficulties the world faces.
Although collaboration and coordination remain imperative, they are now happening increasingly in two parallel systems - that of a US-led club and a non-US one.
The challenges are grave and multiplying. As well as the pandemic and its effects, climate change and biodiversity loss are existential threats that can no longer be ignored, the global economic recovery is obviously unstable, uncertain and unbalanced, and debt risks are building up. And those are only a handful of what is a veritable smorgasbord of troubles for attendees at the forum to chew on.
As the world's second-largest economy, the largest trade partner of about 120 countries and regions, the largest manufacturing base and major investor and foreign investment destination, China is doing its best to maintain the stability of the global supply chains and strengthen cooperation between the developed and emerging market economies, and providing necessary assistances to the less developed countries at such a trying moment.
China hopes that all countries will realize that they are in the same boat, and in this period of volatility and transformation will realize it is imperative to join hands and uphold peace, development, cooperation and win-win partnership.
Exclusive blocs mean division and confrontation at a time when resources from across the world need to be mobilized to meet the pressing global challenges.
Exclusive blocs mean fiddling while Rome burns.","INTERNATIONAL TRADE (90%); TALKS & MEETINGS (90%); ECONOMY & ECONOMIC INDICATORS (89%); EMERGING MARKETS (89%); DEVELOPING COUNTRIES (79%); BUSINESS NEWS (78%); FOREIGN INVESTMENT (78%); GLOBALIZATION (78%); GOVERNMENT & PUBLIC ADMINISTRATION (78%); ECONOMIC RECOVERY (77%); COVID CORONAVIRUS (76%); COVID-19 CORONAVIRUS (76%); INFECTIOUS DISEASE (76%); PANDEMICS (76%); ECONOMIC CONDITIONS (75%); COMPANY STRATEGY (73%); PUBLIC POLICY (73%); INTERNATIONAL ECONOMIC ORGANIZATIONS (72%); BIODIVERSITY (63%)

Company:  TRADE & INVESTMENT BANK LTD (58%)"
2022-05-23,Cooperation still the only way to overcome global challenges: China Daily editorial,China Daily,447,"chinadaily.com.cn | Updated: 2021-11-01 18:27
Investigations into the origins of viruses are a complicated scientific issue, and often take years or even decades to complete.
Thus US President Joe Biden's intention was questioned when he gave his intelligence officers, rather than scientists or virologists, the task of determining where the COVID-19 virus had come from, and ordered them to report back in just 90 days.
The loaded way in which Biden has approached this serious scientific issue shows that he doesn't care much about the facts or the truth. He is more interested in giving some substance to the US narrative that blames China for the COVID-19 pandemic.
A two-page summary report of the investigation's ""findings"" was published in August, which China brushed aside as ""not scientifically credible"".
Clearly feeling that the intended message had not got across, the US Office of the Director of National Intelligence offered an updated intelligence briefing on Saturday, in which it asserted that a natural origin and a lab leak were both considered plausible hypotheses for the origin of the novel coronavirus, although it admitted the truth may never be known.
Since the US has been pushing the claim that the virus leaked from a virology laboratory in Wuhan, it was justifiable that China's Foreign Ministry should reject the ""findings"" announced by the US Office of the Director of National Intelligence, with spokesman Wang Wenbin saying that ""a lie repeated a thousand times is still a lie"".
Apart from the lab-leak theory, the intelligence report also accuses China of withholding major data and trying to hinder the global investigation into the origin of the virus.
Which is not true. China has always called for an objective, scientific, and responsible attitude in the tracing of the origins of COVID-19, and cooperated closely with the World Health Organization in this regard. A joint study by China and the WHO published early this year already concluded that it was ""extremely unlikely"" that the novel coronavirus had spread to humans through a laboratory leak. And scientists have not been able to identify any new evidence that might give any credit to the lab-leak hypothesis.
The US blame game against China will only become a joke for the world.
The WHO has launched a new task force, the Scientific Advisory Group on the Origins of Novel Pathogens, comprising 26 global experts, calling it ""the last chance"" to identify the origin of the virus. China has made it clear it will support and participate in this new endeavor.
Promoting the concept of a community of common health for mankind, China is playing its due part in the global fight against the pandemic.",COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); INVESTIGATIONS (90%); MICROBIOLOGY (90%); NEGATIVE PERSONAL NEWS (90%); VIROLOGY (90%); CORONAVIRUSES (89%); EPIDEMICS (89%); INTELLIGENCE SERVICES (89%); PANDEMICS (89%); VIRUSES (89%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (77%); US PRESIDENTIAL CANDIDATES 2016 (77%); US PRESIDENTIAL CANDIDATES 2020 (77%); US PRESIDENTS (77%); PUBLIC HEALTH ADMINISTRATION (75%); ASSOCIATIONS & ORGANIZATIONS (72%); STATE DEPARTMENTS & FOREIGN SERVICES (70%); HEALTH DEPARTMENTS (69%); UNITED NATIONS INSTITUTIONS (61%)
2021-11-01,"A mission for scientists, not spooks: China Daily editorial",China Daily,463,"chinadaily.com.cn | Updated: 2021-06-15 19:56

A G7 logo is seen on an information sign near the Carbis Bay hotel resort in St Ives, Cornwall, southwest Britain, May 24, 2021. [Photo/Agencies]
The leaders of the G7 wealthy nations pledged during their weekend summit in the United Kingdom to share more than 1 billion COVID-19 vaccines with the world's low-income countries over next year.
But given that ""right now, the virus is moving faster than the global vaccine distribution"", as Director-General of the World Health Organization Tedros Adhanom Ghebreyesus put it; and that the WHO estimates 11 billion doses are needed if at least 70 percent of the world's population is to be vaccinated by next year to achieve herd immunity against the virus, the group's pledge seems too little.
Not to mention the fact that the imbalance between the G7 and low-income countries in terms of doses administered stands at 73 to 1, according to the World Bank, accentuating the ""moral failure"" of the rich countries to stand by the poorer nations amid this global health crisis.
Since COVID-19 started raging across the world, the way the rich countries have dealt with global vaccine distribution has been egregious. Even UK Prime Minister Boris Johnson admitted during the summit that the ""selfish and nationalistic approaches"" by some countries ""had marred the initial global response to the COVID-19 pandemic"".
As a result, the world is experiencing astonishing vaccine inequality. Of the 1.3 billion vaccines given around the world, only 1 percent has been administered in Africa. While the G7 nations have secured enough vaccines for every one of their citizens to be vaccinated three times over, according to the WHO.
The United States, which has plentiful doses, has an ever-growing surplus of coronavirus vaccines. Millions of Johnson & Johnson vaccines are reportedly set to expire this month.
Moreover, the WHO is still facing a funding gap of $16 billion to speed up production and access to COVID-19 diagnostics, treatment and vaccines. That figure represents less than 1 percent of the annual global defense expenditure, yet this issue went unanswered during the G7 Summit.
All this makes it self-evident that the collective step taken by the G7 to address the urgent need of the developing world for vaccine doses is more symbolic than substantial. As former UK prime minister Gordon Brown said, the summit was ""a missed opportunity"", as more should have been done by the world's most powerful nations in the face of this once-in-a-generation pandemic.
Countries must drop their differences and work together to ensure the global access to vaccines, tests and treatments for everyone who needs them. There will be no way out if the world remains split into vaccine ""haves"" and ""have-nots"".","VACCINES (94%); COVID CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); INTERNATIONAL ASSISTANCE (90%); PUBLIC HEALTH (90%); BRITISH PRIME MINISTERS (89%); COVID-19 CORONAVIRUS (89%); EPIDEMICS (89%); HEADS OF STATE & GOVERNMENT (89%); INTERNATIONAL ECONOMIC ORGANIZATIONS (89%); PANDEMICS (89%); EMERGING MARKETS (79%); HEALTH DEPARTMENTS (77%); PRIME MINISTERS (77%); PUBLIC HEALTH ADMINISTRATION (77%); DISEASE IMMUNITY (76%); POPULATION SIZE (76%); VIRUSES (76%); CORONAVIRUSES (75%); DEVELOPMENT BANKS (71%); ASSOCIATIONS & ORGANIZATIONS (70%); UNITED NATIONS INSTITUTIONS (70%); DEFENSE SPENDING (60%)

Company:  JOHNSON & JOHNSON (84%)

Ticker: JNJ (NYSE) (84%)"
