date,title,section,body,subject,length,source,positive_word_count,negative_word_count,strong_word_count,weak_word_count
2022-10-20,Plague-fighting genes made Covid-19 worse,NEWS; Pg. 28,"Racing Point's Lance Stroll has revealed that he tested positive for Covid-19 after the most recent grand prix in Germany. The 21-year-old Canadian driver had been feeling unwell and, despite showing symptoms of Covid-19, was in the Nürburgring paddock days before the race on October 11.
He had been tested during the week and returned a negative result. However, on the Saturday it was decided he was too unwell to race and Nico Hülkenberg was drafted in to replace him. Otmar Szafnauer, Racing Point's team principal, revealed Stroll had ""flulike symptoms"" but said at the Eifel Grand Prix that he was ""confident"" Stroll did not have coronavirus.
Racing Point said in a statement: ""[Stroll] consulted with a doctor who did not believe his symptoms indicated Covid-19 and did not advise a test was necessary. Based on this clinical assessment, at the time there was no requirement to inform the FIA as to the nature of the illness."" A spokesman for the FIA, the sport's governing body, said it would not be taking any action because ""we don't feel that there has been any breach of the [Covid] code"".
Stroll flew home on the day of the race by private jet to Switzerland and had a test there, which came back positive. All Racing Point team members have since returned negative results.
The FIA had required all race personnel to be tested every five days. It is understood that the FIA has now changed its protocol, with all personnel tested upon arrival in the host country.
Stroll said yesterday that he would be competing in Sunday's Portugal Grand Prix, after testing negative on Monday.",COVID CORONAVIRUS (95%); COVID-19 CORONAVIRUS (93%); FORMULA ONE RACING (90%); INFECTIOUS DISEASE (90%); SPORTS GOVERNING BODIES (79%); SPORTS REGULATION & POLICY (74%); CORONAVIRUSES (69%); VIRUSES (69%),264.0,The Times (London),8,5,9,1
2020-10-22,Stroll's Eifel absence due to Covid-19 Formula One,NEWS; Pg. 62,"The government has bought a vaccine manufacturing facility in Essex as part of moves to ensure that any successful Covid-19 vaccine can be produced at scale in the UK.
Ministers announced that an additional £100 million will be invested in the new state-of-the-art centre to scale up Covid-19 vaccine and gene therapy manufacturing. The investment will fund a cell and gene therapy catapult manufacturing innovation centre in Braintree, Essex, which is due to open in December 2021.
The government said the centre, bought from Benchmark Holdings for £16 million, will have the capacity to produce millions of doses a month, ensuring the UK has the capabilities to manufacture vaccines and advanced medicines, including for emerging diseases, far into the future.
Alok Sharma, the business secretary, said: ""We are taking all necessary steps to ensure we can vaccinate the public as soon as a successful Covid-19 vaccine becomes available.""
Benchmark struck the deal with the government after Peter George, the chairman of the animal health company, emailed Sir Patrick Vallance, the UK's chief scientific adviser.
The fish vaccine manufacturing facility in Braintree was built under a previous management team but had barely been used and the company was thinking of selling it. Within ten minutes Sir Patrick had replied to Mr George, confirming that the government was indeed on the hunt for more facilities at which it could start making a coronavirus vaccine, as and when scientists find one. ""I was absolutely gobsmacked when I got a response so quickly,"" Mr George said.
Benchmark shares rose 2p, or 5.4 per cent, to 39p yesterday, valuing the company at about £260 million.","VACCINES (94%); COVID CORONAVIRUS (93%); COVID-19 CORONAVIRUS (93%); BIOLOGICS MFG (91%); BIOMANUFACTURING (90%); INFECTIOUS DISEASE (90%); MANUFACTURING FACILITIES (90%); HOLDING COMPANIES (79%); BIOTECHNOLOGY & GENETIC SCIENCE (78%); DISEASES & DISORDERS (73%); VIRUSES (73%); CORONAVIRUSES (69%); MANAGERS & SUPERVISORS (69%); ANIMALS (67%)

Company:  ESSEX AS (91%);  BENCHMARK HOLDINGS PLC (56%)

Ticker: BMK (LSE) (56%)

Industry: SIC5141 GROCERIES, GENERAL LINE (91%); NAICS112519 OTHER AQUACULTURE (56%); SIC0279 ANIMAL SPECIALTIES, NEC (56%); VACCINES (94%); BIOLOGICS MFG (91%); BIOMANUFACTURING (90%); BIOPHARMACEUTICALS (90%); BIOPHARMACEUTICALS INDUSTRY (90%); MANUFACTURING (90%); MANUFACTURING FACILITIES (90%); GENE BASED DRUGS (78%); VETERINARY DRUGS (73%)",279.0,The Times (London),5,0,16,0
2020-07-24,Ministers spend £100m on new Covid-19 vaccine plant,BUSINESS; Pg. 46,"The government faces growing parliamentary unrest over the renewal of legislation that aims to limit the spread of Covid-19 after a cross-party group of MPs threatened to block controversial powers of detainment.
The renewal of the Coronavirus Act is set to become a lightning rod for MPs critical of the government's handling of the pandemic. A cross-party group, including senior Conservative MPs, is examining whether the government's renewal motion could be hijacked to repeal some of the act's controversial elements.
Passed in March, the act created sweeping new powers to deal with the crisis, including significant changes to policing, the courts, borders, the NHS, care homes, schools and elections. It must be renewed by a Commons vote every six months.
One MP told The Times: ""There is a growing dissent as to the loss of freedoms and liberties ... We could see amendments and this will certainly be a lively debate.""
MPs could target the act's controversial Schedule 21, which allows for the detention of ""potentially infectious"" people, including children, by public health officers, police and immigration officers. More than 120 unlawful charges under the act have been set aside on review by the Crown Prosecution Service.","COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); GOVERNMENT & PUBLIC ADMINISTRATION (90%); INFECTIOUS DISEASE (90%); LEGISLATION (90%); NEGATIVE PERSONAL NEWS (90%); PUBLIC HEALTH (90%); ELECTIONS (78%); NEGATIVE NEWS (78%); PANDEMICS (78%); UK CONSERVATIVE PARTY (78%); EPIDEMICS (77%); CHILDREN (74%); CRIME, LAW ENFORCEMENT & CORRECTIONS (74%); CORONAVIRUSES (73%); VIRUSES (72%); IMMIGRATION (69%); PUBLIC PROSECUTORS (69%)

Industry: PUBLIC PROSECUTORS (69%)

Person: JANOS ADER (93%)",205.0,The Times (London),6,10,10,1
2020-09-19,MP threat to Covid-19 Act,NEWS; Pg. 9,"According to one chronicle, the plague arrived in Britain in a ship that landed at Dorset. It soon reached London. Before long it had killed a good part of the city. The Black Death eventually passed but it left a legacy that still shapes how our bodies fight disease.
The research reveals that the plague, which may have killed more than half the population of Europe in the 14th century, left an imprint on our immune system. Thanks to variants of genes that helped to protect people - and which therefore became far more common among the population - many of us are now more susceptible to diseases such as rheumatoid arthritis and lupus. Those genes may also have worsened the effects of coronavirus and the Spanish flu of 1918.
The researchers examined DNA from the bones of more than 200 people from the East Smithfield plague cemetery and those in Denmark who died at about the time of the plague in the 1340s.
The results suggest that versions of some genes gave some people a far better chance of surviving the Black Death. The most prominent was ERAP2, which activated key parts of the body's defences. However, in modern populations it raises the risk of diseases linked to an overactive immune system, such as Crohn's disease and rheumatoid arthritis.
ERAP2 can also stir up dangerously aggressive immune responses against a virus. These ""cytokine storms"" are thought have been a cause of death during the 1918 flu pandemic and were also seen with Covid.
""A hyperactive immune system may have been great in the past but today it might not be as helpful,"" said Professor Hendrik Poinar, of McMaster University in Canada, a senior author of the study, which was published in the journal Nature. ""What provided tremendous protection during hundreds of years of plague epidemics has turned out to be autoimmunerelated now.""
Caused by the bacterium Yersinia pestis, the plague wiped out 30 to 60 per cent of the populations of cities across north Africa, Europe and Asia. The researchers focused on 300 immune-related genes. Of those, four were found to come in versions that protected against or raised susceptibility to the Black Death.
Those who possessed two copies of one version of ERAP2 produce more of a protein that helps the body recognise an infection. The team estimate that they would have been about 40 per cent more likely to survive the plague than those with two copies of a less protective version. The evidence was supported by laboratory tests.
""This is the first demonstration that the Black Death was an important selective pressure to the evolution of the immune system,"" Professor Luis Barreiro, of Chicago University, also a senior author, said.","COVID CORONAVIRUS (91%); AUTOIMMUNE DISORDERS (90%); COVID-19 CORONAVIRUS (90%); DEATH & DYING (90%); DISEASE IMMUNITY (90%); DISEASES & DISORDERS (90%); GENES & CHROMOSOMES (90%); IMMUNE SYSTEM DISORDERS (90%); INFECTIOUS DISEASE (90%); INFLAMMATORY DISEASES (90%); RHEUMATIC DISEASES (90%); WRITERS (89%); INFLUENZA (88%); DNA (78%); EPIDEMICS (78%); PANDEMICS (78%); BACTERIA (77%); CORONAVIRUSES (77%); IMMUNOLOGY (77%); LUPUS (77%); RESEARCH REPORTS (77%); SCIENCE & TECHNOLOGY (77%); VIRUSES (77%); GASTROINTESTINAL DISORDERS (72%); ARTHRITIS (69%); COLLEGE & UNIVERSITY PROFESSORS (68%)

Industry: WRITERS (89%); IMMUNOLOGY (77%); IMMUNOLOGIC FACTORS (76%); COLLEGE & UNIVERSITY PROFESSORS (68%)",444.0,The Times (London),8,12,13,6
2022-10-20,Plague-fighting genes made Covid-19 worse,NEWS; Pg. 28,"A diagnostics company whose fortunes have been transformed by the prompt launch of coronavirus tests is seeking acquisitions before a potential drop in Covid-19 revenues.
Novacyt said yesterday that its revenue had surged to (EURO)72.4 million in the six months to the end of June, compared with (EURO)7.2 million a year earlier, propelling the previously loss-making company to a pre-tax profit of (EURO)46.1 million.
The turnaround is thanks to the early development of its polymerase chain reaction tests and multiple supply deals worldwide, including with the British government and a partnership with Astrazeneca on a testing laboratory at the University of Cambridge.
Novacyt, which is listed in London and Paris, operates almost entirely in the UK, where it has a head office and manufacturing site in Camberley, Surrey. Primerdesign, which it acquired in 2016 for £12.3 million and which is behind its tests, is based near Southampton.
Novacyt said that the orders outlook for its Covid-19 products meant that its performance in the second half of the year was on track to exceed the first half. Full-year revenues are set to surpass (EURO)150 million. It also expects its rate of financial performance to extend into the first half of next year.
Novacyt is pursuing product and company acquisitions to generate addi-tional revenues and profits to ""offset potential future reductions in Covid-19 revenues"", as well as to boost its target of becoming a market leader in respiratory and transplant clinical diagnostics. The bumper results have allowed it to wipe out its (EURO)8.3 million debts.
Graham Mullis, chief executive, said that Novacyt was pursuing specific technology deals, as well as acquisitions of profitable revenue-generating companies in Europe and the United States that would enable it to ""penetrate markets with our products faster"" than through its distribution network.
Mr Mullis, 57, said that Novacyt faced no constraints in supplying tests to the British government, which has been criticised for shortages.
""The situation is very, very complex. It is not just a question of having the right reagent, but the right trained people, the right logistics and the right systems in place.""
Novayct's Aim-listed shares, which were at 13p early this year, closed up 10p, or 2.7 per cent, yesterday at 380p.","COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (92%); COMPANY PROFITS (89%); CORONAVIRUSES (78%); FINANCIAL PERFORMANCE & REPORTS (78%); FINANCIAL RESULTS (76%); ACQUISITIONS (73%); COMPANY LOSSES (73%); GENETIC ANALYTIC TECHNIQUES (73%); VIRUSES (73%); EXECUTIVES (63%); MANUFACTURING FACILITIES (53%)

Company:  NOVACYT SA (90%);  ASTRAZENECA PLC (56%)

Ticker: ALNOV (PAR) (90%); AZN (STO) (56%); AZN (NYSE) (56%); AZN (LSE) (56%)

Industry: NAICS339112 SURGICAL & MEDICAL INSTRUMENT MANUFACTURING (90%); SIC3841 SURGICAL & MEDICAL INSTRUMENTS & APPARATUS (90%); NAICS325412 PHARMACEUTICAL PREPARATION MANUFACTURING (56%); SIC2834 PHARMACEUTICAL PREPARATIONS (56%); MANUFACTURING (78%); PHARMACEUTICALS INDUSTRY (78%); GENETIC ANALYTIC TECHNIQUES (73%); TEST LABORATORIES (73%); MANUFACTURING FACILITIES (53%)",386.0,The Times (London),6,1,17,0
2020-09-18,Novacyt plans deals before drop in Covid-19 revenues,NEWS; Pg. 42,"Sales of a booster for Covid-19 vaccines have helped to lift quarterly sales at GlaxoSmithKline ahead of City forecasts.
For the first time, the drugs group yesterday disclosed sales from its Covid-19 ""solutions"", showing £276 million in the first half of the year, of which £258 million comprised adjuvant sales to partner drugs companies and £16 million from sotrovimab, its investigational monoclonal antibody therapy for the treatment of coronavirus patients with mild symptoms.
Earlier GSK said that it had signed a contract with the European Union for the supply of sotrovimab, which has emergency use authorisation in the EU and the United States.
The sales helped to offset pressures elsewhere in the group's vaccines business, one of its three divisions, which has been disrupted by the pandemic. Vaccine revenues rose by 49 per cent to almost £1.6 billion in the second quarter. Excluding pandemic sales, they were up 24 per cent at £1.3 billion.
Sales of vaccines, particularly GSK's key Shingrix treatment for shingles, have been disrupted by governments prioritising Covid-19 jabs and measures to contain the pandemic.
Fast coronavirus vaccine programmes, such as those in Britain and America, are helping healthcare systems to return to normal, but GSK said that there was a slower pace of deployment in other big markets. Thus Shingrix sales are expected to recover more slowly outside of the US and vaccines revenue for 2021 is set to be ""broadly flat"".
GlaxoSmithKline is one of the world's biggest vaccines companies. It has been criticised over delays producing a successful Covid-19 vaccine and also over the pace of the turnaround of its pharmaceuticals and broader vaccines pipeline after years of underperformance. It has come under pressure from Elliott Management, an American activist hedge fund, which emerged with a stake in April.
GSK has partnerships with several drugs companies to produce Covid-19 vaccines, including Sanofi, of France, and Medicago, of Canada, where it is providing its adjuvant technology. This is important in a pandemic as it can reduce the amount of vaccine protein required per dose, allowing more doses to be produced.
Analysts at Jefferies said that adjuvant sales had helped GSK's sales to surpass City forecasts. The shares rose 2½p, or 0.2 per cent, to £14.01½p.
Group sales rose to £8.1 billion in the three months to June, up 15 per cent on a constant currency basis, while adjusted operating profit rose by 43 per cent to almost £2.2 billion.
On a statutory basis, pre-tax profit fell to £1.5 billion from £2.6 billion in the quarter, reflecting an unfavourable comparison with last year, when it profited from the disposal of Horlicks and other consumer brands.
Dame Emma Walmsley, 52, chief executive of GSK since 2017, whose position has come under scrutiny after Elliott's investment, said that it had been an ""excellent quarter"" and that she expected ""positive momentum to continue through the second half of the year, driving us towards the better end of our earnings guidance range for 2021 and meaningful performance improvement in 2022"".
GSK had forecast adjusted earnings per share, its preferred measure of profitability, this year to decline by a ""midto-high-single-digit"" percentage.
At its eagerly awaited capital markets day last month, GSK vowed that after four years of restructuring it was poised to deliver ""a step-change in growth"" over the next decade. It is targeting sales growth and adjusted operating profit growth of more than 5 per cent and more than 10 per cent, respectively, over the next five years, before hitting sales of more than £33 billion by 2031 in ""New GSK"", the name assigned to its remaining biopharma business of vaccines and pharmaceuticals after next summer's planned separation of its consumer healthcare business.
The separation, via a London listing of the consumer business, is the centrepiece of Walmsley's strategy to give New GSK the firepower and flexibility to invest in producing new drugs.
Behind the story
Since Elliott Management, the feared American hedge fund, emerged with a stake in GlaxoSmithKline in April, trading updates from one of Britain's biggest drugs companies have taken on added significance (Alex Ralph writes).
Although Elliott doesn't have anything publicly tangible to show from its campaign so far, its investment appears to have galvanised GSK's management and given restructuring efforts under Dame Emma Walmsley, the chief executive, increased momentum.
Walmsley, 52, said yesterday that GSK's management had held more than 400 meetings with shareholders in recent months. She said that there had been a ""huge amount of support"" on the company's strategy, including ""broadbased support"" for the separation of its consumer health business from its drugs and vaccines divisions.
GSK confirmed plans at last month's capital markets day to spin-off the consumer business next summer. It also issued long-term forecasts and said that it had a late-stage drugs pipeline with the potential to deliver peak combined annual sales of more than £20 billion.
Yesterday GSK pointed to improvements in its pharmaceuticals division, with revenue rising by 12 per cent to £4.2 billion, boosted partly by sales of new and speciality products, such as Trelegy and Nucala, the respiratory drugs. The comparison was flattered, though, by wholesalers' destocking in the second quarter of last year after busy Covid-19-related buying in the first quarter.
""What shareholders want us to focus on ? and we remain resolutely focussed on ? is execution ? execution and delivery ? and that is exactly the plan and I am pleased to say that this quarter and through this year we are making good progress on that, whether it be commercial execution or pipeline or preparation for separation,"" Walmsley said.","VACCINES (95%); COVID CORONAVIRUS (94%); COVID-19 CORONAVIRUS (94%); BIOLOGICS MFG (90%); EPIDEMICS (90%); FINANCIAL PERFORMANCE & REPORTS (90%); INFECTIOUS DISEASE (90%); INTERIM FINANCIAL RESULTS (90%); COMPANY REVENUES (89%); FINANCIAL RESULTS (89%); ALLIANCES & PARTNERSHIPS (79%); COMPANY PROFITS (79%); EUROPEAN UNION (79%); SALES & SELLING (79%); SALES FIGURES (79%); COMMUNICABLE DISEASE CONTROL (78%); SALES PROJECTIONS (78%); VACCINATION & IMMUNIZATION (78%); VIRUSES (78%); CORONAVIRUSES (76%); MEDICAL TREATMENTS & PROCEDURES (76%); NEGATIVE BUSINESS NEWS (76%); SHINGLES (73%); INTERNATIONAL ECONOMIC ORGANIZATIONS (68%); EXECUTIVES (62%); HEDGE FUNDS (50%)

Company:  GLAXOSMITHKLINE PLC (92%);  LABORATOIRE GLAXOSMITHKLINE SAS (92%);  SANOFI SA (58%);  ELLIOTT MANAGEMENT CORP (53%)

Organization:  EUROPEAN UNION (57%)

Ticker: GSK (NYSE) (92%); GSK (LSE) (92%); BIOC (EGX) (92%); SNY (NASDAQ) (58%); SANF (BIT) (58%); SAN (PAR) (58%)

Industry: NAICS325412 PHARMACEUTICAL PREPARATION MANUFACTURING (92%); SIC2834 PHARMACEUTICAL PREPARATIONS (92%); NAICS325411 MEDICINAL & BOTANICAL MANUFACTURING (58%); NAICS523920 PORTFOLIO MANAGEMENT (53%); SIC6799 INVESTORS, NEC (53%); VACCINES (95%); PHARMACEUTICALS INDUSTRY (92%); BIOLOGICS MFG (90%); BIOPHARMACEUTICALS INDUSTRY (79%); PHARMACEUTICALS & BIOTECHNOLOGY (79%); ANTIVIRALS (78%); PHARMACEUTICALS PRODUCT DEVELOPMENT (78%); PROTEIN BASED DRUGS (78%); SALES PROJECTIONS (78%); VACCINATION & IMMUNIZATION (78%); HEALTH CARE (77%); CONSUMER PRODUCTS (74%); IMMUNOLOGIC FACTORS (73%); INVESTIGATIONAL DRUGS (73%); HEDGE FUNDS (50%)",966.0,The Times (London),13,5,40,3
2021-07-29,Covid-19 booster is just what the doctor ordered for or Glaxo revival,"NEWS; Pg. 34,35","Kilmarnock's home league clash with Motherwell tonight is in doubt after three more players tested positive for Covid-19.
The club had earlier cancelled training as they awaited results from another round of tests after the first three positive test results emerged on Wednesday. The fate of the Rugby Park fixture now hinges on the advice of health officials.
A statement from the Scottish football authorities read: ""The joint response group has tonight been informed by Kilmarnock FC that three further players have tested positive for Covid-19. This means six players in total have now tested positive and will require to self-isolate as per Scottish government guidelines.
""The SPFL is awaiting further information from Kilmarnock FC and Ayrshire and Arran Health Board's test and protect team tomorrow morning [Friday].""
Manager Alex Dyer earlier admitted his squad had been left in limbo. The trio who initially tested positive were confirmed to have the virus after NHS tests.
Dyer said: ""We wanted to prepare for tomorrow but we can't. We are in limbo. The players are OK, as long as they are safe and well, which is the most important thing.""
SPFL Premiership P W D L F AGDPts Rangers ..................... 9 7 20 22 3 19 23 Celtic............................8 7 10 23 5 18 22 Hibernian................9 5 2 213 8 517 Aberdeen..................7 5 0 2 8 5 315 Kilmarnock..............9 3 2 4 12 11 1 11 Dundee United......9 3 2 4 7 14 -7 11 Ross County............9 3 2 4 7 14 -7 11 Livingston ................ 9 22 5 10 14 -4 8 Motherwell..............9 22 5 7 13 -6 8 Hamilton Acad ...... 8 2 1 5 6 13 -7 7 St Johnstone...........9 2 1 64 11 -7 7 St Mirren.................9 2 1 6 513 -8 7 TODAY (kick-offs 7.45pm) Aberdeen v St Mirren, Dundee United v Livingston, Hibernian v Hamilton Acad, Kilmarnock v Motherwell","COVID CORONAVIRUS (93%); DRUGS IN SPORTS (92%); COVID-19 CORONAVIRUS (91%); SCOTTISH FOOTBALL (91%); INFECTIOUS DISEASE (90%); SOCIAL DISTANCING (78%); SOCCER (73%); HEALTH DEPARTMENTS (71%)

Industry: HEALTH DEPARTMENTS (71%)",303.0,The Times (London),10,2,7,0
2020-10-02,Killie's Covid-19 tally rises to six,SPORT; Pg. 65,"singapore A ""cruise to nowhere"" around the waters off Singapore that was supposed to be invulnerable to the coronavirus has had to return to port after one of its 1,700 passengers tested positive for Covid-19.
Passengers on the Quantum of the Seas spent yesterday confined to their rooms after an 83-year old man was found to have the virus.
sweden The head of Stockholm's health service has appealed to national authorities to send specialist nurses and hospital staff as it struggles to cope with a second wave of Covid-19 infections that has filled intensive care wards.
russia Police raided a bar in St Petersburg in the early hours of yesterday and beat customers with truncheons, CCTV footage showed, part of a crackdown on businesses ignoring coronavirus restrictions that they say will bankrupt them.
canada Alberta's government has imposed tough new coronavirus restrictions to try to halt a powerful surge in infections that has made it one of Canada's worst-affected provinces.
turkey The mayor of Istanbul has repeated his call for a full lockdown after 11,500 people died last month, compared with a November average of 6,000 from 2016-19.
israel The number of households living under the poverty line has grown by nearly 50 per cent during the pandemic, according to the antipoverty organisation Latet.

Graphic

 
Collared Alexandra Kamp, an actress, didn't seem to need a mask as she starred in a fashion shoot in Berlin. Luckily her chunky roll-neck sweater did the jobSTREETSTYLESHOOTERS/GETTY IMAGES)","COVID CORONAVIRUS (93%); CORONAVIRUSES (91%); COVID-19 CORONAVIRUS (91%); VIRUSES (91%); COVID-19 CORONAVIRUS REGULATION & POLICY (90%); INFECTIOUS DISEASE (90%); NEGATIVE NEWS (90%); INTENSIVE CARE UNITS (75%); NEGATIVE MISC NEWS (74%); DEATH & DYING (71%); HOUSEHOLD NUMBERS (66%); POVERTY & HOMELESSNESS (65%)

Industry: CRUISES (90%); MARINE PASSENGER TRANSPORT (90%); MARINE VESSELS (90%); HOSPITALS (76%); INTENSIVE CARE UNITS (75%)",218.0,The Times (London),5,2,9,1
2020-12-10,Passenger on cruise ship hailed as safe has Covid-19,NEWS; Pg. 11,"singapore A ""cruise to nowhere"" around the waters off Singapore that was supposed to be invulnerable to the coronavirus has had to return to port after one of its 1,700 passengers tested positive for Covid-19.
Passengers on the Quantum of the Seas spent yesterday confined to their rooms after an 83-year old man was found to have the virus.
sweden The head of Stockholm's health service has appealed to national authorities to send specialist nurses and hospital staff as it struggles to cope with a second wave of Covid-19 infections that has filled intensive care wards.
russia Police raided a bar in St Petersburg in the early hours of yesterday and beat customers with truncheons, CCTV footage showed, part of a crackdown on businesses ignoring coronavirus restrictions that they say will bankrupt them.
canada Alberta's government has imposed tough new coronavirus restrictions to try to halt a powerful surge in infections that has made it one of Canada's worst-affected provinces.
turkey The mayor of Istanbul has repeated his call for a full lockdown after 11,500 people died last month, compared with a November average of 6,000 from 2016-19.
israel The number of households living under the poverty line has grown by nearly 50 per cent during the pandemic, according to the antipoverty organisation Latet.","COVID CORONAVIRUS (93%); CORONAVIRUSES (91%); COVID-19 CORONAVIRUS (91%); VIRUSES (91%); COVID-19 CORONAVIRUS REGULATION & POLICY (90%); INFECTIOUS DISEASE (90%); NEGATIVE NEWS (90%); INTENSIVE CARE UNITS (75%); NEGATIVE MISC NEWS (74%); DEATH & DYING (71%); HOUSEHOLD NUMBERS (66%); POVERTY & HOMELESSNESS (65%)

Industry: CRUISES (90%); MARINE PASSENGER TRANSPORT (90%); MARINE VESSELS (90%); HOSPITALS (76%); INTENSIVE CARE UNITS (75%)",218.0,The Times (London),4,2,9,1
2020-12-10,Passenger on cruise ship hailed as safe has Covid-19,NEWS; Pg. 11,"More than 1,000 patients have contracted coronavirus inside Scotland's hospitals in just over three months.
Data published by Public Health Scotland shows 1,036 cases over the period described as being ""definite hospital onset"", where a patient tested positive for Covid-19 fifteen days or more after being admitted to hospital. From the week ending March 1 to the week ending June 7, a further 265 cases were classed as ""probably hospital onset"", with a positive test for virus coming 8-14 days after admission.
For the week ending June 7, which is the most recent period there are figures for, four cases occurred where coronavirus was definitely contracted within hospital, with an additional three probable infections.
Monica Lennon, Labour health spokeswoman, said: ""Experts were warning of the risks of healthcare transmission at the start of the crisis yet action on PPE [personal protective equipment] and testing was too slow.
""Hundreds of patients, families and staff are awaiting answers on suspected hospital outbreaks and Scottish Labour continues to push for speed and transparency, especially for those who are mourning loved ones.""
Jeane Freeman, the health secretary, said: ""This is the most detailed picture of hospital associated infections anywhere in the UK - no other UK nation has published this breakdown - as it includes every single positive case in hospitals and identifies a likely source.""
About 7.3 per cent of Covid-19 cases had probably or definitely originated in hospital. ""This reflects the lower rates of transmission in the community and the incredible efforts of our NHS staff. This data shows that the rate of Covid-19 transmission in hospitals follows the same rate of the pandemic spread in Scotland,"" Ms Freeman said.
""The infection prevention and control measures already in place are vitally important and we have announced enhanced measures to ensure precautions are in place.
""Healthcare working testing, all patient-facing staff to wear masks, and patient and visitor use of face coverings have all been introduced to reduce the risk of hospital-associated infections.""","COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (91%); VIRUSES (91%); CORONAVIRUSES (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); PERSONAL PROTECTIVE EQUIPMENT (89%); UK LABOUR PARTY (79%); COMMUNICABLE DISEASE CONTROL (78%); EPIDEMICS (78%); HEALTH CARE ASSOCIATED INFECTIONS (78%); HEALTH CARE POLICY (78%); PANDEMICS (78%); HEALTH DEPARTMENTS (73%); PREVENTION & WELLNESS (73%)

Industry: HOSPITALS (90%); PUBLISHING (90%); HEALTH CARE ASSOCIATED INFECTIONS (78%); HEALTH CARE POLICY (78%); HEALTH DEPARTMENTS (73%)",351.0,The Times (London),12,4,15,1
